Month,Week,Day,Hr,Min,NAV($),Drawdown(%),P/L(%)
1,1,1,17,0,-12.51,0.00,0.00
1,1,1,17,15,-13.82,0.00,0.00
1,1,1,17,30,-13.49,0.00,0.00
1,1,1,17,45,-13.53,0.00,0.00
1,1,1,18,0,-11.55,0.00,0.00
1,1,1,18,15,-11.14,0.00,0.00
1,1,1,18,30,-12.55,0.00,0.00
1,1,1,18,45,-18.19,0.00,0.00
1,1,1,19,0,-18.01,0.00,0.00
1,1,1,19,15,-17.12,0.00,0.00
1,1,1,19,30,-13.96,0.00,0.00
1,1,1,19,45,-14.19,0.00,0.00
1,1,1,20,0,-15.72,0.00,0.00
1,1,1,20,15,-15.84,0.00,0.00
1,1,1,20,30,-15.07,0.00,0.00
1,1,1,20,45,-14.01,0.00,0.00
1,1,1,21,0,-12.94,0.00,0.00
1,1,1,21,15,-15.77,0.00,0.00
1,1,1,21,30,-15.33,0.00,0.00
1,1,1,21,45,-18.73,0.00,0.00
1,1,1,22,0,-18.61,0.00,0.00
1,1,1,22,15,-16.62,0.00,0.00
1,1,1,22,30,-15.80,0.00,0.00
1,1,1,22,45,-19.25,0.00,0.00
1,1,1,23,0,-19.25,0.00,0.00
1,1,1,23,15,-18.16,0.00,0.00
1,1,1,23,30,-18.65,0.00,0.00
1,1,1,23,45,-18.40,0.00,0.00
1,1,2,24,0,-19.98,0.00,0.00
1,1,2,24,15,-24.39,0.00,0.00
1,1,2,24,30,-26.79,0.00,0.00
1,1,2,24,45,-25.74,0.00,0.00
1,1,2,1,0,-22.30,0.00,0.00
1,1,2,1,15,-21.33,0.00,0.00
1,1,2,1,30,-19.51,0.00,0.00
1,1,2,1,45,-19.44,0.00,0.00
1,1,2,2,0,-20.34,0.00,0.00
1,1,2,2,15,-22.75,0.00,0.00
1,1,2,2,30,-19.87,0.00,0.00
1,1,2,2,45,-19.36,0.00,0.00
1,1,2,3,0,-19.59,0.00,0.00
1,1,2,3,15,-20.04,0.00,0.00
1,1,2,3,30,-22.72,0.00,0.00
1,1,2,3,45,-19.98,0.00,0.00
1,1,2,4,0,-17.20,0.00,0.00
1,1,2,4,15,-15.15,0.00,0.00
1,1,2,4,30,-22.36,0.00,0.00
1,1,2,4,45,-29.70,0.00,0.00
1,1,2,5,0,-29.88,0.00,0.00
1,1,2,5,15,-31.24,0.00,0.00
1,1,2,5,30,-30.45,0.00,0.00
1,1,2,5,45,-39.23,0.00,0.00
1,1,2,6,0,-36.79,0.00,0.00
1,1,2,6,15,-35.67,0.00,0.00
1,1,2,6,30,-35.77,0.00,0.00
1,1,2,6,45,-34.62,0.00,0.00
1,1,2,7,0,-32.62,0.00,0.00
1,1,2,7,15,-30.07,0.00,0.00
1,1,2,7,30,-31.95,0.00,0.00
1,1,2,7,45,-27.53,0.00,0.00
1,1,2,8,0,-28.57,0.00,0.00
1,1,2,8,15,-31.99,0.00,0.00
1,1,2,8,30,-32.86,0.00,0.00
1,1,2,8,45,-27.25,0.00,0.00
1,1,2,9,0,-22.34,0.00,0.00
1,1,2,9,15,-23.38,0.00,0.00
1,1,2,9,30,-21.23,0.00,0.00
1,1,2,9,45,-18.51,0.00,0.00
1,1,2,10,0,-19.63,0.00,0.00
1,1,2,10,15,-17.48,0.00,0.00
1,1,2,10,30,-19.46,0.00,0.00
1,1,2,10,45,-20.46,0.00,0.00
1,1,2,11,0,-23.93,0.00,0.00
1,1,2,11,15,-16.30,0.00,0.00
1,1,2,11,30,-12.49,0.00,0.00
1,1,2,11,45,-16.28,0.00,0.00
1,1,2,12,0,-13.99,0.00,0.00
1,1,2,12,15,-13.23,0.00,0.00
1,1,2,12,30,-14.30,0.00,0.00
1,1,2,12,45,-18.63,0.00,0.00
1,1,2,13,0,-20.37,0.00,0.00
1,1,2,13,15,-18.51,0.00,0.00
1,1,2,13,30,-16.48,0.00,0.00
1,1,2,13,45,-15.27,0.00,0.00
1,1,2,14,0,-16.06,0.00,0.00
1,1,2,14,15,-14.91,0.00,0.00
1,1,2,14,30,-17.94,0.00,0.00
1,1,2,14,45,-8.69,0.00,0.00
1,1,2,15,0,-6.77,0.00,0.00
1,1,2,15,15,-5.47,0.00,0.00
1,1,2,15,30,-6.73,0.00,0.00
1,1,2,15,45,-8.41,0.00,0.00
1,1,2,16,0,-11.29,0.00,0.00
1,1,2,16,15,-10.53,0.00,0.00
1,1,2,16,30,-14.91,0.00,0.00
1,1,2,16,45,-28.54,0.00,0.00
1,1,2,17,0,-27.00,0.00,0.00
1,1,2,17,15,-27.18,0.00,0.00
1,1,2,17,30,-23.42,0.00,0.00
1,1,2,17,45,-25.89,0.00,0.00
1,1,2,18,0,-33.57,0.00,0.00
1,1,2,18,15,-35.42,0.00,0.00
